0,0,0
0.15686,0.15686,0.15686
0.16491,0.16491,0.16491
0.17295,0.17295,0.17295
0.181,0.181,0.181
0.18904,0.18904,0.18904
0.19708,0.19708,0.19708
0.20513,0.20513,0.20513
0.21317,0.21317,0.21317
0.22122,0.22122,0.22122
0.22926,0.22926,0.22926
0.23731,0.23731,0.23731
0.24535,0.24535,0.24535
0.25339,0.25339,0.25339
0.26144,0.26144,0.26144
0.26948,0.26948,0.26948
0.27753,0.27753,0.27753
0.28557,0.28557,0.28557
0.29361,0.29361,0.29361
0.30166,0.30166,0.30166
0.3097,0.3097,0.3097
0.31775,0.31775,0.31775
0.32579,0.32579,0.32579
0.33384,0.33384,0.33384
0.34188,0.34188,0.34188
0.34992,0.34992,0.34992
0.35797,0.35797,0.35797
0.36601,0.36601,0.36601
0.37406,0.37406,0.37406
0.3821,0.3821,0.3821
0.39015,0.39015,0.39015
0.39819,0.39819,0.39819
0.40623,0.40623,0.40623
0.41428,0.41428,0.41428
0.42232,0.42232,0.42232
0.43037,0.43037,0.43037
0.43841,0.43841,0.43841
0.44646,0.44646,0.44646
0.4545,0.4545,0.4545
0.46254,0.46254,0.46254
0.47059,0.47059,0.47059
0.45176,0.45176,0.47184
0.43294,0.43294,0.4731
0.41412,0.41412,0.47435
0.39529,0.39529,0.47561
0.37647,0.37647,0.47686
0.35765,0.35765,0.47812
0.33882,0.33882,0.47937
0.32,0.32,0.48063
0.30118,0.30118,0.48188
0.28235,0.28235,0.48314
0.26353,0.26353,0.48439
0.24471,0.24471,0.48565
0.22588,0.22588,0.4869
0.20706,0.20706,0.48816
0.18824,0.18824,0.48941
0.16941,0.16941,0.49067
0.15059,0.15059,0.49192
0.13176,0.13176,0.49318
0.11294,0.11294,0.49443
0.094118,0.094118,0.49569
0.075294,0.075294,0.49694
0.056471,0.056471,0.4982
0.037647,0.037647,0.49945
0.018824,0.018824,0.50071
0,0,0.50196
0,0,0.52361
0,0,0.54527
0,0,0.56692
0,0,0.58858
0,0,0.61023
0,0,0.63188
0,0,0.65354
0,0,0.67519
0,0,0.69685
0,0,0.7185
0,0,0.74015
0,0,0.76181
0,0,0.78346
0,0,0.80512
0,0,0.82677
0,0,0.84842
0,0,0.87008
0,0,0.89173
0,0,0.91338
0,0,0.93504
0,0,0.95669
0,0,0.97835
0,0,1
0,0.03125,1
0,0.0625,1
0,0.09375,1
0,0.125,1
0,0.15625,1
0,0.1875,1
0,0.21875,1
0,0.25,1
0,0.28125,1
0,0.3125,1
0,0.34375,1
0,0.375,1
0,0.40625,1
0,0.4375,1
0,0.46875,1
0,0.5,1
0,0.53125,1
0,0.5625,1
0,0.59375,1
0,0.625,1
0,0.65625,1
0,0.6875,1
0,0.71875,1
0,0.75,1
0,0.78125,1
0,0.8125,1
0,0.84375,1
0,0.875,1
0,0.90625,1
0,0.9375,1
0,0.96875,1
0,1,1
0.05,1,0.95
0.1,1,0.9
0.15,1,0.85
0.2,1,0.8
0.25,1,0.75
0.3,1,0.7
0.35,1,0.65
0.4,1,0.6
0.45,1,0.55
0.5,1,0.5
0.55,1,0.45
0.6,1,0.4
0.65,1,0.35
0.7,1,0.3
0.75,1,0.25
0.8,1,0.2
0.85,1,0.15
0.9,1,0.1
0.95,1,0.05
1,1,0
0.94444,1,0
0.88889,1,0
0.83333,1,0
0.77778,1,0
0.72222,1,0
0.66667,1,0
0.61111,1,0
0.55556,1,0
0.5,1,0
0.44444,1,0
0.38889,1,0
0.33333,1,0
0.27778,1,0
0.22222,1,0
0.16667,1,0
0.11111,1,0
0.055556,1,0
0,1,0
0.071429,0.92857,0.071429
0.14286,0.85714,0.14286
0.21429,0.78571,0.21429
0.28571,0.71429,0.28571
0.35714,0.64286,0.35714
0.42857,0.57143,0.42857
0.5,0.5,0.5
0.57143,0.42857,0.57143
0.64286,0.35714,0.64286
0.71429,0.28571,0.71429
0.78571,0.21429,0.78571
0.85714,0.14286,0.85714
0.92857,0.071429,0.92857
1,0,1
0.96324,0,0.875
0.92647,0,0.75
0.88971,0,0.625
0.85294,0,0.5
0.81618,0,0.375
0.77941,0,0.25
0.74265,0,0.125
0.70588,0,0
0.72521,0.066106,0.045938
0.74454,0.13221,0.091877
0.76387,0.19832,0.13782
0.78319,0.26443,0.18375
0.80252,0.33053,0.22969
0.82185,0.39664,0.27563
0.84118,0.46275,0.32157
0.8605,0.52885,0.36751
0.87983,0.59496,0.41345
0.89916,0.66106,0.45938
0.91849,0.72717,0.50532
0.93782,0.79328,0.55126
0.95714,0.85938,0.5972
0.97647,0.92549,0.64314
0.97765,0.92922,0.66098
0.97882,0.93294,0.67882
0.98,0.93667,0.69667
0.98118,0.94039,0.71451
0.98235,0.94412,0.73235
0.98353,0.94784,0.7502
0.98471,0.95157,0.76804
0.98588,0.95529,0.78588
0.98706,0.95902,0.80373
0.98824,0.96275,0.82157
0.98941,0.96647,0.83941
0.99059,0.9702,0.85725
0.99176,0.97392,0.8751
0.99294,0.97765,0.89294
0.99412,0.98137,0.91078
0.99529,0.9851,0.92863
0.99647,0.98882,0.94647
0.99765,0.99255,0.96431
0.99882,0.99627,0.98216
1,1,1
0.97843,1,1
0.95686,1,1
0.93529,1,1
0.91373,1,1
0.89216,1,1
0.87059,1,1
0.84902,1,1
0.82745,1,1
0.80588,1,1
0.78431,1,1
0.77533,0.99734,0.99684
0.76635,0.99469,0.99367
0.75737,0.99203,0.99051
0.74839,0.98937,0.98735
0.73941,0.98672,0.98419
0.73042,0.98406,0.98102
0.72144,0.9814,0.97786
0.71246,0.97875,0.9747
0.70348,0.97609,0.97154
0.6945,0.97343,0.96837
0.68552,0.97078,0.96521
0.67653,0.96812,0.96205
0.66755,0.96546,0.95889
0.65857,0.96281,0.95572
0.64959,0.96015,0.95256
0.64061,0.9575,0.9494
0.63163,0.95484,0.94624
0.62264,0.95218,0.94307
0.61366,0.94953,0.93991
0.60468,0.94687,0.93675
0.5957,0.94421,0.93359
0.58672,0.94156,0.93042
0.57774,0.9389,0.92726
0.56875,0.93624,0.9241
0.55977,0.93359,0.92094
0.55079,0.93093,0.91777
0.54181,0.92827,0.91461
0.53283,0.92562,0.91145
0.52385,0.92296,0.90829
0.51486,0.9203,0.90512
0.50588,0.91765,0.90196
