OBJECTID,FEATURETYPE,NAME,CAPACITY_kV,CLASSIFICATION,SITESUBURB,STATE,STATUS,FEATURERELIABILITY,FEATURESOURCE,ATTRIBUTERELIABILITY,ATTRIBUTESOURCE,SPATIALACCURACY,REVISED,LATITUDE,LONGITUDE
432,Substation,Wundowie,66,Zone ,Wundowie,Western Australia,Operational,20080301,Wooroloo_2134_Mar_2008_Mosaic.ecw,20090101,2009 Transmission and Distribution Annual Report,5,20120710,-31.77431,116.390393
433,Substation,Sawyers Valley,132,Zone ,Sawyers Valley,Western Australia,Operational,20080301,Wooroloo_2134_Mar_2008_Mosaic.ecw,20090101,2009 Transmission and Distribution Annual Report,5,20120710,-31.905685,116.199701
434,Substation,Mundaring Weir,66,Zone ,Reservoir,Western Australia,Operational,20080301,Wooroloo_2134_Mar_2008_Mosaic.ecw,20090101,2009 Transmission and Distribution Annual Report,5,20120710,-31.95695,116.161269
435,Substation,Tumut 132,132,Zone ,Tumut,New South Wales,Operational,20080101,Tumut_8429_50cm_2008.ecw,20130214,AEMO-Australian Energy Market Operators 2013,5,20130730,-35.29909,148.20365
436,Substation,Wagga 330,330,Terminal ,Gregadoo,New South Wales,Operational,20080101,WaggaWagga_8327_50cm_2008.ecw,20130214,AEMO-Australian Energy Market Operators 2013,5,20130730,-35.200434,147.393551
437,Substation,Queensland Rail-Robina,110,Zone ,Robina,Queensland,Operational,20070101,Murwillumbah_9541_60cm_2007.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-28.068971,153.37707
438,Substation,Nambour,132,Zone ,Nambour,Queensland,Operational,20030101,Nambour_9444_60cm_2003.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-26.615566,152.960844
439,Substation,Ibis,110,Zone ,North Stradbroke Island,Queensland,Operational,20090101,Beenleigh_9542_50cm_2009.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-27.616089,153.438904
440,Substation,Lockrose,110,Zone ,Lockrose,Queensland,Operational,20090101,Esk_9343_50cm_2009.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-27.499524,152.452403
441,Substation,Nerang,110,Zone ,Nerang,Queensland,Operational,20070101,Murwillumbah_9541_60cm_2007.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-28.007444,153.338613
442,Substation,Abermain,110,Zone ,Tivoli,Queensland,Operational,20090101,Ipswich_9442_50cm_2009.ecw,20120712,AEMO-Australian Energy Market Operators 2012,5,20120710,-27.578067,152.770745
443,Substation,Kingston,110,Zone ,Kingston,Tasmania,Operational,20070201,or1422-99_repro.ecw,20120123,AEMO-Australian Energy Market Operators 2012,5,20120710,-42.989501,147.280737
444,Substation,Electrona,110,Zone ,Electrona,Tasmania,Operational,20070201,or1422-125_repro.ecw,20120123,AEMO-Australian Energy Market Operators 2012,5,20120710,-43.057312,147.261291
445,Substation,Knights Road,110,Zone ,Huonville,Tasmania,Operational,20100503,SPOTCOV_AUR_S44E147-A,20120123,AEMO-Australian Energy Market Operators 2012,5,20120710,-43.02295,147.073933
446,Substation,Kermandie,110,Zone ,Geeveston,Tasmania,Operational,20080301,or1390-202_repro.ecw,20120123,AEMO-Australian Energy Market Operators 2012,5,20120710,-43.164399,146.945575
447,Substation,Bridgewater,110,Zone ,Bridgewater,Tasmania,Operational,20070201,or1422-21_repro.ecw,20120123,AEMO-Australian Energy Market Operators 2012,5,20120710,-42.731517,147.231254
448,Substation,Gordon,220,Zone ,Southwest,Tasmania,Operational,20100503,SPOTCOV_AUR_S43E145-D,20120123,AEMO-Australian Energy Market Operators 2012,5,20120710,-42.740497,145.982001
449,Substation,New Norfolk,110,Zone ,New Norfolk,Tasmania,Operational,20100503,SPOTCOV_AUR_S43E147-C,20120123,AEMO-Australian Energy Market Operators 2012,5,20120710,-42.780562,147.078628
450,Substation,Derwent Bridge,110,Zone ,Derwent Bridge,Tasmania,Operational,20100503,SPOTCOV_AUR_S43E146-A,20120123,AEMO-Australian Energy Market Operators 2012,5,20120710,-42.141,146.224803
451,Substation,Tungatinah,110,Zone ,Tarraleah,Tasmania,Operational,20100503,SPOTCOV_AUR_S43E146-A,20120123,AEMO-Australian Energy Market Operators 2012,5,20120710,-42.29769,146.45721
